Date, Area, Obs, Grid, Alt, Aspect, Incline, Location, Air Temp, Wind Dir, Wind Speed, Cloud, Precip Code, Drift, Total Snow Depth, Foot Pen, Ski Pen, Rain at 900, Summit Air Temp, Summit Wind Dir, Summit Wind Speed, Observed aval. hazard, Forecast aval. hazard, Avalanche Code, Max Temp Grad, Max Hardness Grad, No Settle, Snow Index, Insolation, Crystals, Wetness, AV Cat, Snow Temp, Comments
"2016-04-09 11:00:00","Torridon","MD","990607","750","360","35","Beinn Eighe - Creag Dubh","1.00","0.00","0.00","100","4 - Light Showers","0","125","10.00","0","0","-1.20","180","5","Low","Low","0","0.00","3","100","4","20","0","1","0","0.00","Very light snow on surface. not wind transported.
Isothermic snowpack",
"2016-04-08 12:30:00","Torridon","MD","966593","857","90","35","Coire an Laoigh, Beinn Eighe","2.20","40.00","5.00","100","2 - Trace","0","125","10.00","0","1","1.00","180","9","Low","Moderate","0","0.00","2","100","0","20","0","1","0","0.00","Isothermal snowpack, dense at depth. surface crust.",
"2016-04-07 11:20:00","Torridon","KG/JG","786425","775","150","25","Sgurr a' Ghaorachain","2.50","10.00","25.00","100","","0","55","15.00","0","1","2.20","0","0","Moderate","Low","0","0.00","2","96","4","20","0","2","0","0.00","Heavy rain at this level",
"2016-04-06 11:20:00","Torridon","KG/JG","935585","600","70","40","Coireag Dubh Beag Liathach","3.50","310.00","5.00","100","6 - Snow Showers","1","95","20.00","0","0","-0.20","0","0","Moderate","Moderate","0","0.00","3","64","6","20","0","2","0","0.00","",
"2016-04-05 11:00:00","Torridon","KG/JG","992607","600","100","33","Leathad Buidhe Beinn Eighe","4.10","200.00","5.00","100","0 - None","0","75","15.00","0","1","1.70","0","0","Low","Moderate","0","0.00","3","62","2","20","0","2","0","0.00","light drizzle",
"2016-04-04 11:30:00","Torridon","KG","967596","750","90","35","Coire an Laoigh Beinn Eighe","3.60","40.00","5.00","100","","0","91","10.00","0","1","3.50","0","0","Low","Moderate","0","0.00","3","63","0","20","0","2","0","0.00","",
"2016-04-03 11:30:00","Torridon","MD","787424","750","60","25","Sgurr a' Chaorachain","2.30","300.00","5.00","100","0 - None","0","120","10.00","0","1","2.00","45","8","Moderate","Low","0","0.00","1","63","0","20","0","1","0","0.00","Snowprofile on isolated snowfield - not to ground",
"2016-04-02 12:15:00","Torridon","MD","967596","910","80","35","Coire an Laoigh, Beinn Eighe","2.60","140.00","5.00","95","0 - None","0","290","20.00","0","1","1.00","180","10","Low","Moderate","0","0.00","2","61","2","20","0","2","0","0.00","Not to ground - soft surface - dense and firm below ",
"2016-04-01 14:22:00","Torridon","MD","078821","760","80","25","Sail Liath - An Teallach","3.70","180.00","20.00","100","0 - None","0","90","5.00","0","1","1.10","180","40","Moderate","Low","1012","0.00","2","61","0","20","0","1","0","0.00","not to ground - isothermal ",
"2016-03-31 12:30:00","Torridon","MD","221725","915","40","28","Fannichs","-0.50","180.00","15.00","90","0 - None","0","130","2.00","0","0","-0.50","13","180","Low","Moderate","0","1.10","4","59","2","2","5","2","0","-1.10","Not to ground",
"2016-03-30 11:00:00","Torridon","CB/PP","935584","620","80","45","Coireag Dubh Mor","2.10","260.00","2.00","80","2 - Trace","0","65","8.00","0","0","-0.20","270","8","Low","Moderate","0","0.00","3","59","0","12","0","1","0","0.00","Stable isothermal snowpack at profile site at 620 metres. On higher shaded aspects pockets of unconsolidated snow remain.",
"2016-03-29 11:50:00","Torridon","CB PP","785420","727","5","45","Sgurr a' Ghaorachain","-0.10","340.00","5.00","95","4 - Light Showers","0","85","11.00","0","0","-0.90","220","10","","","0","0.00","3","59","0","12","0","1","0","0.00","Heavy snow showers. Mod shear at 8cms.",
"2016-03-28 11:50:00","Torridon","CB PP","971594","580","55","25","Coire an Laoigh, Beinn Eighe","5.50","100.00","2.00","95","2 - Trace","0","105","4.00","0","0","0.30","310","0","Low","Moderate","0","0.00","2","59","0","12","0","1","0","0.00","A couple of centimetres of new snow on most aspects above 700 metres has fallen overnight in light winds.",
"2016-03-27 11:40:00","Torridon","SA ","968592","746","15","34","Stuc Coire an Laoigh","1.20","120.00","5.00","100","8 - Snow","1","90","5.00","0","0","0.00","180","14","Moderate","Moderate","0","0.00","4","51","8","12","0","1","0","0.00","New snow down to 500m.",
"2016-03-26 11:45:00","Torridon","SA/MS","777412","692","10","30","Meall Gorm","3.20","130.00","2.00","100","4 - Light Showers","0","59","5.00","0","1","1.00","132","10","Low","Moderate","0","0.00","2","39","4","12","0","2","0","0.00","Rain and snow showers above 800m during the period.",
"2016-03-25 11:45:00","Torridon","SA","988607","767","60","35","Creag Dhubh (Beinn Eighe)","2.40","260.00","15.00","60","4 - Light Showers","1","83","8.00","0","0","1.00","180","18","Low","Moderate","0","0.00","2","31","4","12","0","1","0","0.00","",
"2016-03-24 12:15:00","Torridon","SA","967592","754","40","32","Stuc Coire an Laoigh","1.60","90.00","15.00","100","2 - Trace","1","85","15.00","0","0","3.00","220","23","Low","Moderate","0","1.30","3","25","2","12","0","2","0","0.30","",
"2016-03-23 11:00:00","Torridon","CB","931586","600","45","27","Coireag Dubh Mor","1.80","90.00","15.00","100","0 - None","0","32","2.00","0","0","0.70","180","28","Low","Moderate","0","0.00","1","23","0","12","0","1","0","0.00","Cover limited to high Easterly aspects, corrie rims, gullies and stream beds. Firm underfoot. ",
"2016-03-22 13:00:00","Torridon","CB","785425","730","290","40","Sgurr a' Chaorachain","3.00","240.00","5.00","100","2 - Trace","0","59","4.00","0","0","1.70","260","14","Low","Low","0","0.00","2","23","0","12","0","1","0","0.00","Thin ice crust evident in many locations. Colder than anticipated, especially in cloud. Hard underfoot.",
"2016-03-21 12:40:00","Torridon","CB","969593","670","90","28","Stuic Coire an Laoigh","4.40","270.00","10.00","100","6 - Snow Showers","0","42","8.00","0","1","3.90","280","24","Low","Low","0","0.00","2","23","0","12","0","2","0","0.00","Cover predominantly restricted to higher Easterly aspects, gullies and stream beds.",
"2016-03-20 10:23:00","Torridon","AC","967593","741","71","31","Coire an Laoigh, Beinn Eighe","1.80","292.00","5.00","100","0 - None","0","87","15.00","0","0","1.80","338","13","Low","Low","0","0.00","2","23","0","12","0","1","0","0.00","",
"2016-03-19 10:16:00","Torridon","AC","248736","603","53","27","Beinn Liath Bheag, Fannichs","2.40","320.00","10.00","100","2 - Trace","0","104","5.00","0","0","1.90","270","22","Low","Low","0","0.00","2","23","0","12","0","1","0","0.00","Thin wet snow layer observed immediately above each ice layer. Isothermic snowpack.",
"2016-03-18 11:26:00","Torridon","AC","180736","814","1","22","Meall a' Chrasgaidh, Fannichs","5.60","334.00","2.00","0","0 - None","0","76","5.00","0","0","9.60","113","6","Low","Low","0","0.00","2","23","0","12","0","1","0","0.00","",
"2016-03-17 10:20:00","Torridon","AC","225735","682","74","38","Beinn Liath Mor Fannaich, North Top","6.00","290.00","5.00","0","0 - None","0","232","10.00","0","0","7.90","292","26","Low","Low","0","0.10","2","23","0","12","0","1","0","0.10","",
"2016-03-16 11:30:00","Torridon","SA","777409","658","350","30","Meall Gorm","9.00","90.00","2.00","0","0 - None","0","45","0.00","0","0","10.00","135","6","Low","Low","0","0.00","2","23","0","12","0","1","0","0.00","",
"2016-03-15 11:40:00","Torridon","SA","987611","677","340","31","Creag Dhubh (Beinn Eighe)","5.80","170.00","5.00","0","0 - None","0","43","6.00","0","0","8.00","90","5","Low","Low","0","0.00","3","23","0","10","0","1","0","0.00","",
"2016-03-14 11:45:00","Torridon","SA","781422","675","290","38","Sgurr a' Chaorachain","5.90","120.00","2.00","0","0 - None","0","74","10.00","0","0","3.00","90","2","Low","Low","0","2.70","2","23","0","10","0","1","0","0.30","",
"2016-03-13 10:36:00","Torridon","AC","233780","677","106","26","Meall nan Doireachan","6.70","318.00","5.00","90","0 - None","0","71","20.00","0","0","6.60","225","32","Moderate","Moderate","0","0.00","2","23","0","10","0","1","0","0.00","Isothermic snowpack.",
"2016-03-12 10:23:00","Torridon","AC","248736","622","27","26","Beinn Liath Bheag, Fannichs","6.10","236.00","15.00","95","2 - Trace","0","108","20.00","0","1","4.90","203","20","Moderate","Moderate","0","0.00","2","23","0","10","0","2","0","0.00","Isothermic snowpack. Thin saturated layers of old snow directly above crust layers. ",
"2016-03-11 11:05:00","Torridon","AC/PT","786424","767","36","20","Sgurr a' Chaorachain, Applecross","3.10","20.00","6.00","100","4 - Light Showers","0","94","5.00","0","1","3.70","180","21","Moderate","Considerable -","0","0.00","3","23","0","10","0","2","0","0.00","Percolating water noted within the snowpack with several thin layers of slush. Isothermic.",
"2016-03-10 11:25:00","Torridon","AC/PT","975549","611","46","23","Sgurr Dubh, Coulin","2.00","0.00","0.00","0","0 - None","0","83","5.00","0","0","1.40","180","26","Moderate","Moderate","0","0.00","4","23","0","10","0","1","0","0.00","Isothermic snowpack",
"2016-03-09 12:30:00","Torridon","CB","937584","650","30","28","Choire Dhuibh Bhaig, Liathach","2.00","270.00","2.00","20","0 - None","0","50","18.00","0","0","0.20","270","3","Considerable -","Considerable -","0","0.60","4","23","0","12","0","2","0","0.00","Numerous surface sloughs on North East to South aspects.",
"2016-03-08 12:20:00","Torridon","CB","969593","670","90","30","Stuic Coire an Laoigh","0.00","230.00","15.00","100","4 - Light Showers","1","80","3.00","0","0","0.00","225","41","Considerable +","Considerable -","0","0.00","3","23","0","12","5","1","0","0.00","Easy shear on thin layer of graupel at 13 cms. Avalanche observed on Easterly aspect at 900 metres.",
"2016-03-07 13:00:00","Torridon","CB","930585","600","120","30","Coireag Dubh Mor","0.00","300.00","2.00","60","0 - None","0","47","36.00","0","0","-1.00","300","7","Moderate","Considerable -","0","0.40","4","23","0","10","5","1","0","-0.40","Weak layer above ground with large loosely bonded melt freeze grains.",
"2016-03-06 11:03:00","Torridon","AC","990609","623","113","36","Creag Dhubh, Beinn Eighe","0.20","204.00","5.00","100","4 - Light Showers","0","143","10.00","0","0","-2.10","338","13","Moderate","Moderate","0","0.20","2","23","0","10","0","1","0","-0.30","",
"2016-03-05 10:43:00","Torridon","AC","141764","588","124","29","Meall an t-Sithe, Fannichs","-0.50","4.00","10.00","90","2 - Trace","0","52","5.00","0","0","-2.70","315","20","Moderate","Moderate","0","0.00","2","23","0","10","0","1","0","0.00","Isothermic snowpack.",
"2016-03-04 10:35:00","Torridon","AC","969594","667","128","27","Coire an Laoigh, Beinn Eighe","0.00","108.00","5.00","100","2 - Trace","0","76","15.00","0","0","-1.00","45","21","Moderate","Moderate","0","0.00","2","23","0","10","0","1","0","0.00","Isothermic snowpack",
"2016-03-03 11:24:00","Torridon","AC","219723","950","147","15","Beinn Liath Mhor Fannaich","-3.00","133.00","5.00","10","0 - None","0","75","5.00","0","0","-1.00","270","6","Moderate","Moderate","0","0.90","4","23","0","10","0","1","0","-1.10","Snow profile on mod hard windslab.",
"2016-03-02 11:15:00","Torridon","SA DC","975588","400","110","30","Coire an Laoigh, Beinn Eighe","0.40","240.00","15.00","100","6 - Snow Showers","1","38","15.00","0","0","0.00","0","46","Considerable -","High","0","0.30","3","14","6","2","5","1","0","0.10","",
"2016-03-01 12:02:00","Torridon","SA DC","992608","530","90","36","Creag Dhubh, Beinn Eighe","3.70","250.00","5.00","80","6 - Snow Showers","1","99","15.00","0","1","-1.00","240","26","Considerable -","Considerable -","0","0.10","2","8","6","10","5","2","0","0.40","Despite thaw graupel layer persists.",
"2016-02-29 12:00:00","Torridon","SA DC","778413","622","55","37","Bealach na Ba ","0.50","160.00","25.00","100","4 - Light Showers","1","144","15.00","0","0","0.00","180","38","Considerable +","Considerable +","0","1.30","2","4","4","8","5","1","0","-0.90","",
"2016-02-28 11:11:00","Torridon","AC/DC","981635","730","96","29","Meall a' Ghiuthais, East flank","0.00","262.00","5.00","10","0 - None","0","44","20.00","0","0","-0.60","203","8","Moderate","Considerable -","0","0.50","2","4","0","8","5","1","0","-0.70","",
"2016-02-27 11:40:00","Torridon","AC/DC","931583","710","309","25","Coireag Dubh Mor, Liathach","-2.10","174.00","2.00","0","0 - None","0","95","25.00","0","0","-1.20","113","11","Moderate","Moderate","0","2.50","2","4","0","8","5","1","0","-7.30","Some faceting observed, but no influence on shear tests.",
