Date, Area, Obs, Grid, Alt, Aspect, Incline, Location, Air Temp, Wind Dir, Wind Speed, Cloud, Precip Code, Drift, Total Snow Depth, Foot Pen, Ski Pen, Rain at 900, Summit Air Temp, Summit Wind Dir, Summit Wind Speed, Observed aval. hazard, Forecast aval. hazard, Avalanche Code, Max Temp Grad, Max Hardness Grad, No Settle, Snow Index, Insolation, Crystals, Wetness, AV Cat, Snow Temp, Comments
"2013-05-05 12:40:00","Creag Meagaidh","TR","443895","880","92","33","Coire Chriochairein. Lifa Gully","5.00","225.00","40.00","90","0 - None","0","55","37.00","","1","","","","Considerable -","Considerable -","2011","0.00","1","350","","","","2","3","0.00","Overnight wet snow avalanche and cornice debris below E and SE aspects.",
"2013-05-04 13:00:00","Creag Meagaidh","TR","426885","890","90","32","The Window. Coire Ardair","-0.50","230.00","50.00","100","8 - Snow","1","70","50.00","","0","","","","Considerable +","Considerable +","3011","0.00","2","350","8","","","2","3","-0.70","Snowfall and heavy drifting from mid-am. 3 dry snow avalanches NE and E aspects.",
"2013-05-03 13:05:00","Creag Meagaidh","TR","450901","910","180","31","The Min Window","1.50","190.00","10.00","100","2 - Trace","0","67","11.00","","1","","","","Low","Moderate","0","0.00","1","342","2","","","3","1","0.00","Wet, isothermal snowpack",
"2013-04-27 12:35:00","Creag Meagaidh","TR","444895","800","90","27","Base of Lifa Gully, Coire Chriochairein","0.00","270.00","5.00","0","8 - Snow","1","50","35.00","","0","","","","Considerable +","Considerable +","2011","0.00","2","342","8","","5","1","3","0.00","Large av. above pit site, SE aspect. Warm in sun.",
"2013-04-26 13:05:00","Creag Meagaidh","TR","443897","910","130","32","Backwall. Coire Chriochairein","-1.80","310.00","25.00","100","8 - Snow","1","62","40.00","","0","","","","Considerable +","Considerable +","8800","0.00","3","334","8","","5","1","3","-2.00","Observations very difficult due to poor vis and constant spindrift at altitude.",
"2013-04-20 12:00:00","Creag Meagaidh","WS","469895","800","120","30","Cairn Liath","0.90","200.00","30.00","100","0 - None","0","40","2.00","","0","","","","Low","Moderate","","0.00","2","326","","","","1","","","consolidated snowpack, moist surface layers",
"2013-04-19 13:30:00","Creag Meagaidh","TR","428885","900","95","31","The Window","1.40","230.00","10.00","10","4 - Light Showers","1","55","30.00","","0","","","","Moderate","Moderate","4400","0.00","2","326","4","","","1","2","-0.20","New snow consolidating quickly.",
"2013-04-13 13:25:00","Creag Meagaidh","TR","447897","890","230","39","Coire Chriochairein","0.50","170.00","20.00","100","2 - Trace","0","55","20.00","","0","","","","Considerable -","High","4400","0.00","3","322","2","20","10","2","3","0.00","Easing temp gradient.",
"2013-04-12 13:05:00","Creag Meagaidh","TR","463903","930","280","40","Shark's Fin Gully. Carn Liath plateau","0.50","","5.00","100","4 - Light Showers","1","67","29.00","","0","","","","Considerable -","Considerable -","4400","0.00","3","320","4","20","10","1","3","-1.00","Mild at pit site after a cold start.",
"2013-04-11 11:45:00","Creag Meagaidh","TR,SR,JL","426886","940","270","28","Summit of The Window","-1.80","125.00","20.00","100","4 - Light Showers","1","100","70.00","","0","","","","Considerable -","Considerable -","4400","0.00","3","316","4","","10","1","3","-1.40","Varying thicknesses of slab. Easy releases in many lee areas.",
