Date, Area, Obs, Grid, Alt, Aspect, Incline, Location, Air Temp, Wind Dir, Wind Speed, Cloud, Precip Code, Drift, Total Snow Depth, Foot Pen, Ski Pen, Rain at 900, Summit Air Temp, Summit Wind Dir, Summit Wind Speed, Observed aval. hazard, Forecast aval. hazard, Avalanche Code, Max Temp Grad, Max Hardness Grad, No Settle, Snow Index, Insolation, Crystals, Wetness, AV Cat, Snow Temp, Comments
"2015-04-18 12:00:00","Creag Meagaidh","WS","452865","800","160","30","Creag Mhor Ridge","6.00","90.00","2.00","0","0 - None","0","100","5.00","0","0","2.00","70","5","Low","Low","0","0.00","1","416","0","20","-1","2","-1","0.00","Surface layers moist ; softening in warm sunshine - remaining snowpack well bonded and stable. Isothermal.",
"2015-04-17 13:00:00","Creag Meagaidh","WS","425885","930","360","35","The Window, Creag Meagaidh","3.00","140.00","2.00","100","0 - None","0","200","5.00","0","0","1.00","150","8","Low","Low","0","0.00","1","416","0","20","-1","2","-1","0.00","Firm underfoot in shaded N aspects, softening and moist elsewhere - well bonded and isothermal",
"2015-04-16 12:00:00","Creag Meagaidh","WS","464876","444","90","28","Sron a Ghoire","9.00","270.00","2.00","20","0 - None","0","30","10.00","0","0","-2.00","270","9","Low","Low","0","0.00","2","416","0","20","-1","2","-1","0.00","Lowest lying snow in area 444m on an easterly aspect - moist surface layer well bonded throughout",
"2015-04-15 14:52:00","Creag Meagaidh","TR","443895","810","88","32","Coire Chriochairein","3.00","270.00","15.00","70","2 - Trace","0","54","7.00","0","0","-1.00","270","20","Low","Moderate","0","0.00","2","416","2","20","5","2","1","0.00","Trace of new snow over summits. Some showers of graupel. Full depth glide cracks continue to widen on E aspects. Evidence of rock and ice fall in Coire Ardair (Post Face).",
"2015-04-14 13:15:00","Creag Meagaidh","WS","438885","700","140","30","Coir Ardair","6.00","240.00","15.00","100","0 - None","0","200","10.00","0","1","3.00","240","35","Moderate","Moderate","-1","0.00","1","414","0","20","-1","2","-1","0.00","Isothermal snowpack. Mizzle through day surface layers becoming wet",
"2015-04-13 15:47:00","Creag Meagaidh","WS","444896","800","120","30","Coire a Chriochairein","0.00","220.00","15.00","20","","0","200","12.00","0","0","-2.00","180","32","Moderate","Considerable -","-1","0.00","2","414","0","20","5","2","-1","0.00","Consolidation of recent slab deposits. Dry throughout. Isothermal snowpack",
"2015-04-12 13:30:00","Creag Meagaidh","WS","475897","800","60","30","Cairn Liath","0.00","270.00","20.00","75","6 - Snow Showers","1","200","25.00","0","0","-4.00","270","32","Considerable -","Considerable +","-1","0.50","1","414","6","20","5","2","-1","-1.00","Numerous single point release events on NE - SE aspects in solar warming - sunny periods between scattered snow showers.",
"2015-04-11 15:15:00","Creag Meagaidh","WS","449897","820","100","30","Coire a Chriochairein","-1.00","240.00","30.00","90","6 - Snow Showers","1","100","20.00","0","0","-4.00","240","36","Considerable -","Considerable -","44000","0.70","1","408","6","20","5","-1","-1","-1.00","easy shears in new surface layers .",
"2015-04-10 10:10:00","Creag Meagaidh","TR","437857","770","95","36","Meall Coire Choile Rais","11.00","200.00","25.00","15","0 - None","0","81","13.00","0","0","5.00","180","40","Moderate","Considerable -","0","0.00","1","402","0","20","0","3","2","0.00","Isothermal snowpack. Glide cracks nearby. Coarse grained snow throughout.",
"2015-04-09 14:46:00","Creag Meagaidh","TR/WC","454881","830","45","34","NE gullies. Sron a Ghoire","9.00","200.00","20.00","5","0 - None","0","67","4.00","0","0","4.00","26","225","Moderate","Moderate","0","0.00","1","402","0","20","0","1","2","0.00","Strong solar warming again on SE to S aspects. Shaded aspects cooler with firmer snow. Evidence of recent cornice collapse. many remain in place.",
"2015-04-08 12:00:00","Creag Meagaidh","TR","507921","810","190","23","Coire Dubh","8.00","190.00","25.00","10","0 - None","0","56","12.00","0","0","4.00","195","23","Moderate","Moderate","0","0.00","1","402","0","20","0","2","2","0.00","Strong solar warming particularly later in the day. Cornices collapsing but many remain in place. Isothermal snowpack.",
"2015-04-07 15:09:00","Creag Meagaidh","TR","433880","750","358","35","Easy Gully. Post Face. Coire Ardair.","4.00","240.00","20.00","70","0 - None","0","72","16.00","0","0","3.00","240","20","Moderate","Moderate","0","0.00","2","402","0","20","0","-1","2","0.00","Isothermal snowpack. Recent debris from very large cornice collapse in Inner Coire. Moist heavy spring snow conditions.",
"2015-04-06 15:01:00","Creag Meagaidh","TR","436858","890","140","25","Meall Coire Choile Rais","5.00","240.00","20.00","60","0 - None","0","100","11.00","0","0","3.00","250","23","Moderate","Moderate","0","0.00","1","402","0","20","0","2","2","0.00","Isothermal snowpack. Residual wet snow instability on some NE to SE aspects. Full depth glide cracks opening in new locations on selected E aspects below 800m.",
"2015-04-05 12:20:00","Creag Meagaidh","BF","447873","1020","130","20","Creag Mhor","7.00","100.00","1.00","5","0 - None","0","170","12.00","0","0","7.00","270","10","Considerable -","Moderate","3021","0.00","1","402","0","20","0","2","-1","0.00","Very warm, strong sunshine. ",
"2015-04-04 13:09:00","Creag Meagaidh","BF","458903","960","180","-1","Meall an t-Snaim","-1.00","-1.00","-1.00","-1","0 - None","0","-1","-1.00","0","0","-1.00","-1","-1","Moderate","Moderate","-1","0.20","1","402","-1","-1","-1","-1","-1","-1.00","",
