Date, Area, Obs, Grid, Alt, Aspect, Incline, Location, Air Temp, Wind Dir, Wind Speed, Cloud, Precip Code, Drift, Total Snow Depth, Foot Pen, Ski Pen, Rain at 900, Summit Air Temp, Summit Wind Dir, Summit Wind Speed, Observed aval. hazard, Forecast aval. hazard, Avalanche Code, Max Temp Grad, Max Hardness Grad, No Settle, Snow Index, Insolation, Crystals, Wetness, AV Cat, Snow Temp, Comments
"2016-05-06 11:50:00","Northern Cairngorms","CB SH","085027","1000","280","30","Coire an Lochain","6.90","","2.00","70","0 - None","0","65","3.00","0","0","2.80","180","8","Moderate","Moderate","0","0.00","3","288","0","20","0","2","0","0.00","Debris from recent avalanche activity on NW to NE aspects above 1000 metres.",
"2016-05-01 11:50:00","Northern Cairngorms","KG","997043","1035","30","38","NE side Cas ridge","3.60","220.00","35.00","60","0 - None","0","230","15.00","0","1","0.70","241","38","Considerable -","Considerable -","0","0.50","2","287","0","20","5","1","0","-0.50","Sloughing snow on steep NW to NE aspects",
"2016-04-30 13:59:00","Northern Cairngorms","KG","000023","1040","220","25","Top Diagonal Gully","-0.70","250.00","25.00","40","0 - None","0","300","15.00","0","0","-3.60","300","25","Moderate","Considerable -","0","1.60","1","286","0","20","5","1","0","-1.20","Failures within surface layers",
"2016-04-29 11:40:00","Northern Cairngorms","KG/MD","011043","1104","120","24","E side Cairngorm","-2.40","340.00","30.00","100","6 - Snow Showers","1","0","20.00","0","0","-3.70","117","36","Moderate","Moderate","0","1.10","1","282","0","20","5","1","0","-3.30","failing within surface layers of new windslab",
"2016-04-23 11:45:00","Northern Cairngorms","KG","008040","1200","130","27","SE side Cairngorm ","-5.30","320.00","25.00","100","6 - Snow Showers","1","90","25.00","0","0","-5.40","297","24","Moderate","Moderate","0","1.70","4","278","0","20","5","1","0","-3.90","Fail @ 26cm, 30cm. Graupel size 1-4",
"2016-04-22 11:15:00","Northern Cairngorms","KG","041011","1110","120","28","E side Cairngorm","-1.20","340.00","15.00","100","4 - Light Showers","0","200","3.00","0","0","-3.80","332","16","Low","Moderate","0","0.00","3","275","0","20","5","1","0","0.00","",
"2016-04-16 11:30:00","Northern Cairngorms","KG","011046","1110","120","23","Ciste Mhearad","-3.80","310.00","20.00","100","6 - Snow Showers","1","0","30.00","0","0","0.00","0","0","Considerable -","Considerable -","4400","1.20","4","271","0","20","5","1","0","-3.00","Easy fail @ 8cm ,20cm, 27cm on decomposing, graupel and needles.",
"2016-04-15 11:45:00","Northern Cairngorms","KG","008040","1225","160","37","Summit Tor Cairngorm","-5.00","240.00","20.00","100","8 - Snow","1","85","30.00","0","0","-6.70","287","13","Considerable -","Considerable -","4400","1.00","3","266","0","20","5","1","0","-3.30","",
"2016-04-14 12:35:00","Northern Cairngorms","MD,KG","998034","1086","260","30","Windy col","-0.30","60.00","5.00","95","0 - None","0","130","30.00","0","0","-3.80","38","18","Moderate","Moderate","0","1.40","1","265","0","20","0","1","0","-1.40","",
"2016-04-13 11:50:00","Northern Cairngorms","MD","003045","1140","240","32","Cairngorm W - coronation wall","-0.50","40.00","25.00","100","6 - Snow Showers","1","130","15.00","0","1","-1.80","50","32","Considerable -","Moderate","3300","1.20","1","261","0","20","5","1","0","-1.50","New slab is moist and shows stable process.",
"2016-04-12 12:15:00","Northern Cairngorms","MD","990031","970","90","23","Sneachda GT area","0.20","200.00","20.00","85","0 - None","0","85","15.00","0","0","-1.30","90","45","Low","Moderate","0","0.00","3","260","0","20","0","1","0","0.00","not to ground ",
"2016-04-11 11:15:00","Northern Cairngorms","MD","992023","1115","20","25","Coire Domhain","-0.20","360.00","15.00","40","0 - None","0","0","10.00","0","0","-2.10","100","31","Low","","0","0.60","2","128","0","20","0","1","0","0.00","Firm surface layers throughout area. ",
"2016-04-10 12:50:00","Northern Cairngorms","KG","003044","1110","290","35","Coronation Wall","1.80","170.00","5.00","100","2 - Trace","0","75","20.00","2","0","-0.10","113","15","Moderate","Moderate","0","0.00","4","122","6","20","5","1","0","0.00","",
"2016-04-09 11:30:00","Northern Cairngorms","KG/AG","986031","1000","280","25","W side Fiacaill Sneachda","1.00","120.00","5.00","100","4 - Light Showers","0","85","15.00","0","0","-0.40","156","27","Moderate","Moderate","0","0.00","4","116","6","20","5","1","0","0.00","",
"2016-04-08 13:54:00","Northern Cairngorms","KG","041011","1110","100","33","E side Cairngorm","0.60","220.00","10.00","98","2 - Trace","0","0","25.00","2","0","-1.50","297","22","Moderate","Moderate","0","0.00","2","112","4","20","5","1","0","0.00","no ground",
"2016-04-07 11:30:00","Northern Cairngorms","MD,KG","997043","1050","40","33","Chais Ridge E","1.00","320.00","15.00","100","4 - Light Showers","0","250","20.00","0","1","-0.60","280","41","Moderate","Moderate","0","0.00","2","108","4","20","5","1","0","0.00","Snow then rain at 1000m",
"2016-04-06 12:00:00","Northern Cairngorms","MD","013050","1110","60","40","Stac an Faraidh","3.00","280.00","15.00","50","4 - Light Showers","1","400","40.00","0","0","0.00","270","25","Moderate","Moderate","0","0.10","3","100","8","2","5","1","0","-0.10","Isolated accumulation. not to ground",
"2016-04-05 13:34:00","Northern Cairngorms","MD","011042","1100","120","28","Cairngorm E","0.00","310.00","15.00","100","6 - Snow Showers","1","300","40.00","0","1","-1.80","275","25","Moderate","Considerable -","44","0.00","2","94","6","20","5","2","0","0.00","",
"2016-04-04 12:40:00","Northern Cairngorms","MD","013041","1080","300","33","Chais HW","1.70","60.00","5.00","100","0 - None","0","125","10.00","0","1","-0.50","120","25","Moderate","Moderate","0","","","94","0","20","0","2","0","0.00","saturated surface - moist but dense below. Not to ground",
"2016-04-03 13:19:00","Northern Cairngorms","KG","004043","1125","300","30","Cas Head Wall","-0.40","150.00","20.00","100","6 - Snow Showers","1","255","10.00","0","1","-1.50","143","17","Moderate","Moderate","0","0.20","3","88","6","20","5","1","0","0.00","",
"2016-04-02 12:15:00","Northern Cairngorms","KG","008031","1065","30","38","Stac an Fharaidh","3.20","160.00","5.00","50","0 - None","0","400","8.00","0","0","-0.20","218","35","Moderate","Moderate","0","0.40","2","88","0","20","5","1","0","0.00","Fracture line profile. Slab avalanche from day before, failed on soft layer between 66 and 74cm.",
"2016-04-01 12:00:00","Northern Cairngorms","KG/JG","002049","1050","300","40","Coronation wall area","0.00","210.00","40.00","100","8 - Snow","1","75","15.00","0","1","-1.60","190","41","Considerable -","Moderate","8800","0.50","3","80","8","20","5","1","0","-0.50","",
