Date, Area, Obs, Grid, Alt, Aspect, Incline, Location, Air Temp, Wind Dir, Wind Speed, Cloud, Precip Code, Drift, Total Snow Depth, Foot Pen, Ski Pen, Rain at 900, Summit Air Temp, Summit Wind Dir, Summit Wind Speed, Observed aval. hazard, Forecast aval. hazard, Avalanche Code, Max Temp Grad, Max Hardness Grad, No Settle, Snow Index, Insolation, Crystals, Wetness, AV Cat, Snow Temp, Comments
"2011-04-09 12:00:00","Southern Cairngorms","AD/CB","157773","890","180","43","Meal Odhar","9.90","250.00","5.00","50","0 - None","0","200","12.00","","0","7.90","232","14","Low","Low","0","0.00","1","304","0","20","0","2","","0.00","nil",
"2011-04-08 11:30:00","Southern Cairngorms","AD ML","152774","800","260","22","GSC, Caen Lochan N","10.00","300.00","10.00","75","0 - None","0","125","4.00","","0","10.40","300","35","Low","Low","0","0.00","2","304","0","20","0","2","","0.00","",
"2011-04-07 12:30:00","Southern Cairngorms","AD SA","138775","700","10","21","Cairnwell, lower","4.00","230.00","5.00","85","0 - None","0","125","5.00","","1","3.40","275","35","Low","Low","0","0.00","2","304","0","20","0","2","","0.00","",
"2011-04-06 11:30:00","Southern Cairngorms","SA","257855","970","360","41","Red Spout, Lochnagar","0.00","310.00","30.00","95","0 - None","0","147","6.00","","1","8.50","250","45","Low","Low","0","0.00","2","304","0","20","","10","","","Light rain",
"2011-04-05 11:45:00","Southern Cairngorms","SA/AD","162770","970","20","42","Glas Maol","4.30","150.00","30.00","30","0 - None","0","195","10.00","","0","5.70","240","41","Low","Low","0","0.00","2","304","0","","","2","","0.00","Note snow densities",
"2011-04-04 11:30:00","Southern Cairngorms","AD C","248860","900","140","37","Lochnagar, west side","0.50","80.00","25.00","100","4 - Light Showers","0","200","10.00","","0","-0.40","248","38","Low","Low","1021","0.00","2","304","4","20","0","2","","0.00","Sleet down to 650m, possibly rock triggered avalanche from Raeburns",
"2011-04-03 12:00:00","Southern Cairngorms","AD C","131785","785","10","34","GSC, Butcharts gully top","3.20","200.00","10.00","80","2 - Trace","0","120","10.00","","1","2.70","229","25","Low","Low","0","0.00","3","300","2","20","0","2","","0.00","nil",
"2011-04-02 13:15:00","Southern Cairngorms","AD C","158793","800","10","10","Sron na Gaoithe","5.50","110.00","10.00","80","0 - None","0","20","4.00","","1","2.80","47","221","Low","Low","0","0.00","2","298","0","20","0","2","","0.00","nil",
"2011-04-01 13:10:00","Southern Cairngorms","AD  KG","135777","835","10","30","Cairnwell","7.00","135.00","20.00","100","0 - None","0","80","5.00","","1","7.40","236","36","Low","Low","0","0.00","3","298","0","20","0","2","","0.00","",
"2011-03-31 11:30:00","Southern Cairngorms","MD","","","","","Cairn Aosta/coirie dubh","5.00","180.00","20.00","100","0 - None","0","80","15.00","","1","3.50","180","17","Low","Low","0","0.00","2","298","0","12","0","2","","0.00","",
"2011-03-30 12:05:00","Southern Cairngorms","SA","136795","850","320","31","Carn Aosda","0.00","145.00","12.00","100","2 - Trace","0","91","6.00","","1","1.60","176","14","Moderate","Low","0","0.00","2","298","","","","","","0.00","Raining",
"2011-03-29 12:45:00","Southern Cairngorms","MC/SA","159772","910","30","40","Glas Maol","4.20","227.00","5.00","100","0 - None","0","209","8.00","","0","2.40","227","12","Low","Moderate","0","0.00","1","298","0","","","","","0.00","",
"2011-03-28 11:30:00","Southern Cairngorms","CB","248856","910","25","34","Polyphemus, Lochnagar","1.60","","0.00","100","0 - None","0","300","4.00","","0","0.60","298","21","Low","Moderate","0","0.00","2","298","","12","0","2","","0.00","",
"2011-03-27 13:00:00","Southern Cairngorms","AD/CB","158762","880","260","30","Glas Maol, Col Riabhach","2.20","320.00","10.00","60","0 - None","0","200","2.00","","0","0.90","","","Low","Moderate","0","0.00","2","298","0","12","0","2","","0.00","adjacent to glide site",
"2011-03-26 10:00:00","Southern Cairngorms","AD/CB","170977","840","90","15","Carn Liath","1.00","250.00","5.00","100","4 - Light Showers","0","100","10.00","","0","0.30","","","Low","Low","0","0.00","2","298","4","12","0","2","","0.00","nil",
"2011-03-25 10:40:00","Southern Cairngorms","AD CB","184027","600","50","39","Glen Gairn, Carn Dearg","6.60","360.00","5.00","90","","0","140","15.00","","1","2.10","","","Moderate","Moderate","0","0.00","2","294","0","12","0","2","","0.00","",
"2011-03-24 13:50:00","Southern Cairngorms","AD/CB","249857","910","340","30","Lochnagar, below Shadow Buttress","2.80","180.00","5.00","0","0 - None","0","300","10.00","","0","4.20","","","Moderate","Moderate","0","0.00","3","294","0","12","0","2","","0.00","small chunks of cornice fell off",
"2011-03-23 13:00:00","Southern Cairngorms","AD/CB","157772","900","275","40","Meall Odhar","4.20","275.00","10.00","100","0 - None","0","250","15.00","5","1","5.20","","","Moderate","Moderate","0","0.00","2","294","0","12","0","10","","0.00","Slush layer water droplets",
"2011-03-22 11:45:00","Southern Cairngorms","AD/CB/KB","215851","970","310","22","Carn an t'Sagairt, NE","4.00","310.00","15.00","100","","0","200","10.00","2","0","3.90","","","Moderate","Moderate","0","0.00","2","294","0","12","0","2","","0.00","Strong side isothermal except for surface",
"2011-03-21 13:25:00","Southern Cairngorms","AD KB","249746","600","332","36","Glen Doll Corrie Fee","6.00","245.00","15.00","85","0 - None","0","60","15.00","","0","3.70","","","Moderate","Moderate","0","0.00","2","294","0","12","0","2","","0.00","Glen Clova",
"2011-03-20 11:45:00","Southern Cairngorms","AD GL","167775","950","275","44","Glas Maol, Glas Choire","2.20","230.00","10.00","100","","0","99","15.00","","0","2.10","","","Moderate","Moderate","0","0.00","1","294","0","12","0","2","","0.00","nil",
"2011-03-19 12:00:00","Southern Cairngorms","AD/VJ","055932","600","180","15","Meall an Lundain","4.00","225.00","10.00","65","2 - Trace","0","120","5.00","","1","-1.00","","","Moderate","Moderate","0","0.00","1","294","2","12","0","0","","0.00","nil",
"2011-03-18 12:20:00","Southern Cairngorms","AD KB","107807","750","75","35","An Socach/Coire Fhearneasg","1.80","255.00","15.00","55","2 - Trace","1","220","20.00","10","0","-2.00","","","Considerable -","Moderate","0","0.00","2","292","2","12","0","0","","-1.00","",
"2011-03-17 12:30:00","Southern Cairngorms","AD CB","258856","1020","35","30","S. of Meikle Pap","-1.40","245.00","35.00","50","4 - Light Showers","1","","5.00","2","0","0.90","","","Considerable -","Considerable -","0","0.00","1","290","4","12","0","0","","-2.00","Moist snowpack below 800m, dry above",
"2011-03-16 13:30:00","Southern Cairngorms","GM, CB","164772","960","290","30","Glas Moal Corrie","0.10","180.00","10.00","0","0 - None","1","240","15.00","15","0","","","","Considerable +","Considerable +","1011","0.00","1","286","0","12","0","1","","-1.20","",
"2011-03-15 11:15:00","Southern Cairngorms","GM CB","274863","700","320","10","East of Meikle Pap","-0.40","170.00","15.00","100","10 - Heavy Snow","1","60","40.00","20","0","-1.40","148","9","Considerable +","Considerable +","8800","0.00","2","286","10","8","","1","","-0.60","",
"2011-03-14 12:15:00","Southern Cairngorms","GM, AD","155772","900","200","34","Meall Odhar","-1.20","30.00","15.00","100","6 - Snow Showers","1","235","15.00","","0","-3.30","","","Considerable -","Considerable +","0","0.00","2","276","6","10","1","0","","-2.90","",
"2011-03-13 12:00:00","Southern Cairngorms","AD/CB","294848","525","140","30","Glen Muick, An t-Sron","0.00","360.00","20.00","100","10 - Heavy Snow","1","90","75.00","35","0","-2.90","","","High","High","1011","0.00","2","270","10","10","0","1","","-0.20","Storm snow high hazard",
"2011-03-12 13:15:00","Southern Cairngorms","AD/CB","127788","810","190","40","Carn Aosda","-1.90","15.00","10.00","100","10 - Heavy Snow","1","60","20.00","10","0","-4.10","208","25","High","High","9900","0.00","2","260","10","10","5","1","","-2.10","nil",
