Date, Area, Obs, Grid, Alt, Aspect, Incline, Location, Air Temp, Wind Dir, Wind Speed, Cloud, Precip Code, Drift, Total Snow Depth, Foot Pen, Ski Pen, Rain at 900, Summit Air Temp, Summit Wind Dir, Summit Wind Speed, Observed aval. hazard, Forecast aval. hazard, Avalanche Code, Max Temp Grad, Max Hardness Grad, No Settle, Snow Index, Insolation, Crystals, Wetness, AV Cat, Snow Temp, Comments
"2016-04-16 11:15:00","Southern Cairngorms","PN","845214","1000","190","28","T-Sagairt Beag, S side","-3.50","340.00","12.00","100","6 - Snow Showers","1","44","17.00","0","0","-3.50","297","34","Moderate","Considerable -","0","1.40","1","226","0","20","0","1","0","-3.20","New snowfall to valley level. New accumulations in wind sheltered terrain.",
"2016-04-15 10:30:00","Southern Cairngorms","SN","247861","1000","160","35","West Ridge, Lochnagar","-3.20","350.00","20.00","100","6 - Snow Showers","1","85","18.00","0","0","-3.90","163","13","Moderate","Moderate","0","1.70","2","222","0","20","0","1","0","-1.20","Cold, dry new snow, poor stability, cracking and failing underfoot.",
"2016-04-14 11:33:00","Southern Cairngorms","SN","227852","1080","90","20","The Stuic","-0.80","340.00","10.00","100","0 - None","0","300","10.00","0","0","-1.40","27","32","Moderate","Moderate","0","1.00","1","221","0","20","0","1","0","0.00","Localised cross-loaded snow",
"2016-04-13 11:40:00","Southern Cairngorms","SN","163773","970","270","35","Coire Fionn, Glas Maol","0.00","45.00","19.00","100","4 - Light Showers","1","90","2.00","0","0","0.00","49","31","Low","Low","0","0.00","2","218","0","20","0","1","0","0.00","",
"2016-04-12 11:10:00","Southern Cairngorms","PN","169780","920","70","30","Garbh Corrie, Cairn O Claise.","1.20","45.00","21.00","100","0 - None","0","70","7.00","0","0","1.10","71","29","Low","Moderate","0","0.00","2","217","0","20","0","1","0","0.00","Generally firm with a layer of soft snow. very cloudy until late morning.",
"2016-04-11 11:45:00","Southern Cairngorms","PN","245865","850","30","34","Lochnagar, Hidden corrie","2.00","90.00","14.00","75","0 - None","0","70","8.00","0","0","0.50","74","16","Low","Low","0","0.00","2","50","0","20","0","1","0","0.00","Very soft surface layers at this level.",
"2016-04-10 12:00:00","Southern Cairngorms","PN","164771","1030","310","30","Glas Maol, above Corrie Fionn.","0.00","5.00","90.00","100","4 - Light Showers","0","110","9.00","0","0","0.00","116","8","Moderate","Low","0","0.00","2","46","4","20","0","1","0","0.00","New snow melting on contact with the ground. Snowpack very soft, thawing sub 900 metres.",
"2016-04-09 11:50:00","Southern Cairngorms","PN","163769","1050","350","25","Corrie Fionn, top corrie rim.","1.30","140.00","6.00","100","2 - Trace","0","110","14.00","0","0","-0.20","170","21","Moderate","Moderate","0","0.00","3","44","2","20","0","1","0","0.00","Cloudy morning, cleared around 1pm. Rising freezing level, widespread roller balling on NW aspect. Single point surface instabilities noted on W aspects. ",
"2016-04-08 11:50:00","Southern Cairngorms","PN","211842","1000","50","32","t-Sagairt Mor, localised steepening.","1.70","200.00","4.00","100","2 - Trace","0","80","1.00","0","0","0.70","17","230","Low","Moderate","0","0.00","1","42","2","20","0","1","0","0.00","Generally snow frozen hard. Light hail on descent.",
"2016-04-07 12:00:00","Southern Cairngorms","PN","165771","1020","60","1020","Glas Maol, East side of ski tow.","0.20","330.00","10.00","100","2 - Trace","0","80","5.00","0","1","1.10","32","310","Moderate","Low","0","0.10","3","40","2","20","0","1","0","-0.10","Hail early morning followed by rain early afternoon.",
